position;restaurants;ratings;number_reviews;price_category;food_category
1809;La Barraka;2.5;15;€;Española
1810;Origen Málaga;3.0;5;€€ - €€€;Mediterránea,Española
1811;Chiringuito Gines;2.5;15;€;Mediterránea
1812;La Lola;2.5;4; ;Española
1813;La Barraca;2.5;5; ;
1814;Restaurante Camposol;2.0;3; ;Española
1815;Hombre Lobo Grill;2.5;190;€;Americana
1816;Bar los Pérez;4.0;2;€€ - €€€;Internacional
1817;Domino's Pizza;2.5;55;€;Pizza
1818;El Urogallo;2.5;60;€;Española,Mediterránea
1819;Pepa y Pepe;3.0;1494;€;Mediterránea,Española
1820;El Lolita;4.0;1; ;
1821;Chiringuito La Chalana;2.5;11; ;
1822;La Taperia;2.5;98;€;Bar,Europea,Española,Mediterránea,Pub
1823;El Cenachero;2.0;8; ;Mediterránea,Europea,Española
1824;El Tapy Delicias;1.5;2; ;
1825;Pepa y Pepe II;2.5;151;€;Bar,Mediterránea,Española,Europea
1826;El Hormiguero Tapas;2.5;29; ;
1827;Pizzeria Luis;4.5;6; ;
1828;El Trepaolla;2.5;319; ;
1829;Mandrilo;2.5;14; ;
1830;Chopp;2.5;4; ;
1831;cafeteria la tarasca;4.0;1; ;Española
1832;La Calle Burger Gamarra;2.5;12;€€ - €€€;Americana
1833;Capital Bar Cocktails;4.0;4;€€ - €€€;Contemporánea
1834;Restaurante Buxarra;2.0;9; ;
1835;Freiduria Bar Nevado;2.5;10; ;
1836;Mcdonald's;2.0;7;€;Americana
1837;Pizzeria Mayte III;2.5;19; ;Pizza
1838;Tapamania;2.0;4; ;Bar,Pub
1839;The house burger;3.0;4;€€ - €€€;Caribeña,Bahamesa
1840;El Mercader;1.0;2; ;Italiana,Española
1841;Lizarran;2.5;18; ;Española
1842;Bar Carlos;1.0;2;€;Mediterránea,Comedor
1843;D'Cuadros;2.0;8; ;Internacional
1844;Peke Burguer;3.5;4;€;Española
1845;Pizzería Cleopatra;2.0;16; ;Italiana
1846;Mc Donald's;2.5;70;€;Café,Americana
1848;Gambrinus;1.5;5; ;Pub con cerveza artesanal
1849;Restaurante Dali;3.0;38;€€ - €€€;Mediterránea
1850;Tapitas Bar;2.5;36; ;
1851;Cafeteria Freiduria Los Compis;3.0;11;€;Mediterránea,Española
1852;Sala VIP Lounge;2.5;116; ;
1853;Taberna del Volapié Avenida de las Américas;2.0;17; ;
1855;Cafeteria Vanessa;3.5;3; ;
1856;Tapería Nueva Alegría;2.0;1;€;Bar,Mediterránea,Española,Pub
1857;Cerveceria Granadina Tragabuches;1.0;4; ;
1858;Bar Restaurante El Cenacho;2.5;33; ;
1859;Jamones Jumago;2.5;2;€;Mediterránea
1860;Restaurante Cortijo Santa Isabel;2.0;7; ;
1861;Osteria Bocca della Verita;3.0;2;€;Italiana,Española,Vinoteca
1862;Foster's Hollywood;2.5;120;€€ - €€€;Americana,Barbacoa
1863;Cerveceria Gambrinus Rosaleda;1.0;4; ;Española,Pub
1864;Cafeteria Tapas el Secreto;3.5;21;€€ - €€€;Española,Opciones vegetarianas
1865;Lizarran;2.0;29; ;
1866;Cubo Tapa;4.5;2; ;Mediterránea
1867;Malacca Pacific Bar;2.0;16;€€ - €€€;Española
1868;La Abuela Maruchi;2.0;16; ;
1870;El Tapy;2.5;347;€;Mediterránea,Española
1871;Malaga Ayer y Hoy;2.0;22;€€ - €€€;Española
1872;Sabor a Mar;2.0;12; ;
1873;El Club de los Amigos;2.5;3; ;Pizza,Barbacoa,Argentina,Sudamericana
1874;Mustang;2.0;47; ;
1875;Futbol 5 - Malaga;4.0;1;€;Pub con cerveza artesanal,Pizza,Café,Barbacoa,Pub
1876;Venta El Boticario;2.0;16; ;Española
1877;Venta Jose Carlos;2.0;19; ;
1878;Pizzería la chimenea;2.0;14; ;
1879;Sushirías;5.0;4; ;
1880;Restaurante Pontegordo;2.0;37; ;
1881;Gambrinus Gastro - Cervecería;2.0;17; ;
1882;Restaurante Bar Primavera II;2.5;5;€;Bar,Café,Española,Comedor
1883;O`Leary`s Restaurant;2.0;201;€€ - €€€;Americana
1884;Dani Garcia DeliBar;2.0;152;€€ - €€€;Española,Tienda gourmet
1885;Varadero el palo;4.0;15; ;Asador
1886;Venta Solera;2.0;1; ;Española
1887;El Bosque de AGO;1.5;9;€€ - €€€;Americana,Mediterránea
1888;Club Hipico Restaurant;1.0;7; ;
1889;Marisquería El Boqueroncito;2.0;29;€;Mediterránea
1890;Cister Catorce;1.5;26;€€ - €€€;Mediterránea,Española
1891;Caffè Ritazza;1.5;12; ;
1892;La Tertulia - Cister Catorce;2.0;296;€€ - €€€;Mediterránea,Española
1893;D'cuadros Deluxe Malaga;2.0;167;€€ - €€€;Bar,Europea,Española
1894;Burger King;1.5;42;€;Americana,Comida rápida
1895;Pizza Hut;1.5;31; ;
1896;Montesol;1.0;14;€€ - €€€;Mediterránea
1897;Aduana Vieja;1.5;88;€€ - €€€;Café
1898;Four Arrows;1.5;89;€€ - €€€;Bar,Comida rápida,Pub
1899;Delicias Del Mar;1.5;50;€€ - €€€;Española
;TE Piko;4.0;1; ;
;McDonald's;2.0;1; ;
;McDonald's;4.0;1; ;
;Pizzeria milano;5.0;1;€€ - €€€;Pizza
1847;Pulperia Merced;0.0;0; ;Española
1854;La Prensa Cafe & Pizzas;0.0;0;€€ - €€€;Italiana,Pizza,Café
1869;Kebab Hits;0.0;0;€;Comida rápida,Turca,Árabe,Libanesa,Internacional,Mediterránea
;Food & Grill Bar;0.0;0;€€ - €€€;Americana,Española,Venezolana,Sudamericana
;FurgoChef;0.0;0; ;Comida rápida,Contemporánea,Street food / Comida en la calle
;Maria Luisa Cortes Jimenez;0.0;0; ;
;Er Patxi SL.;0.0;0; ;
;Dos Lunas;0.0;0; ;
;Restaurant 'Gerrado';0.0;0; ;Española
;Fechoria de Paladar;0.0;0; ;Italiana,Española
;Enara;0.0;0; ;Española
;Azzurro;0.0;0; ;Italiana
;La Romana;0.0;0; ;Italiana
;Restaurante Estrella del Mar;0.0;0;€€ - €€€;Mediterránea,Saludable
;Farina;0.0;0;€€ - €€€;Italiana
;Senso Nikkei Fusion;0.0;0;€;Japonesa,Peruana,Sushi,Tailandesa,Sudamericana,Ecuatoriana
;Kiosco De Levante;0.0;0; ;Española
;La Cazuela Tapas&Copas;0.0;0;€;Española
;Cafeteria;0.0;0; ;Comida rápida
;Burguer 29014;0.0;0; ;
;Cortijo San Joaquin;0.0;0; ;
;Cafe Bar Gloria;0.0;0; ;Española
;Las Marismas;0.0;0; ;Europea,Española,Eslovena
;Bahia Cocktails & Tapas;0.0;0; ;Española
;Mediterraneo Chicken;0.0;0;€;Francesa,Mediterránea,Fusión,Sudamericana,Centroamericana
;Vinaliti;0.0;0; ;
;La Fonda del Sol;0.0;0;€;Americana,Española,De Asia central
;Bask3Tbar;0.0;0;€€ - €€€;Americana,Española
;K10;0.0;0; ;
;Mary Mar;0.0;0; ;
;Bar Jose Carlos;0.0;0; ;Española
;Hamburgueseria Munich;0.0;0; ;Comida rápida
;El Corral Wings;0.0;0; ;Americana
;Lemoon;0.0;0; ;
;Café bar Chevrolet;0.0;0;€;Bar,Pub
;Restaurante Campo Sol;0.0;0; ;Española
;¿Disfrutas con la comida? El Bodegón Malagueño;0.0;0; ;
;Restaurante El BUEN COMER;0.0;0; ;
;Tierra y Mar;0.0;0; ;Española
;Heladería Saborea;0.0;0; ;
;Stadium Grill & Sport;0.0;0;€€ - €€€;Asador,Café,Barbacoa,Comedor
;Ciro;0.0;0; ;Italiana
;La Calita de Martín;0.0;0; ;Española
;Kache Café;0.0;0;€;Mediterránea,Española
;lacopla;0.0;0; ;Mediterránea
;Rosana Bar Sabor Brasil;0.0;0;€;Comida rápida
;Bodega Alboran;0.0;0; ;
;OFF organic food factory;0.0;0;€;Comida rápida,Europea,Española,Street food / Comida en la calle,Centroeuropea
;Insitu Coffee & Cocktail;0.0;0;€;Española
;Casa Aztek Taqueria;0.0;0; ;Mexicana
;Play City;0.0;0;€;Americana,Internacional,Mediterránea
;Havana Blues;0.0;0; ;Caribeña,Cubana
;Restaurante Mesón El Almirez;0.0;0; ;Española
;Perfectopicnics;0.0;0;€€€€;Cajún y criolla,Mediterránea,Barbacoa,Europea,Centroeuropea,Opciones sin gluten
;Sensui;0.0;0;€€ - €€€;Europea,Asiática,Asador,Contemporánea,Centroeuropea
;Muffins;0.0;0; ;Marisco,Británica
;Marisqueria Freiduria El Temporal;0.0;0;€€ - €€€;Marisco
;Hostal Pedro;0.0;0; ;
;Vinoteca La Bahia;0.0;0; ;Española
;La Cigalita;0.0;0; ;
;TaanRico;0.0;0; ;
;Te invito a un picnic;0.0;0;€€ - €€€;Internacional,Española
;Picasso restaurante;0.0;0;€€€€;Mediterránea
;NewGame Bar;0.0;0;€;Española
;Zampacome;0.0;0; ;
;El Kumbawa;0.0;0; ;
;Leche y Miel Cafetería Alameda;0.0;0;€;Bar,Café,Pub
;Bar Cafetería Ramos;0.0;0;€;Bar,Café,Mediterránea,Española,Pub,Saludable
;BAC Restaurante Sport Café;0.0;0; ;Mediterránea
;Terrenza bar;0.0;0; ;Española
;Inshallah;0.0;0;€€ - €€€;Marroquí,Mediterránea,Asiática,Griega
;El Rey del Frito;0.0;0;€;Italiana,Americana,Comida rápida,Internacional,Española
;Maria Pilar Guerrero Munoz;0.0;0; ;Mediterránea,Española
;Maria Isabel Melendez Ortiz;0.0;0; ;
;Maria del Carmen Ramirez Fernandez;0.0;0; ;
;L'Antico Mulino;0.0;0;€;Española
;Mary Pepa;0.0;0;€;Española
;Casa Figuerola;0.0;0; ;Española
;El Chanquete;0.0;0;€€ - €€€;Española
;The Local;0.0;0; ;Café
;El Capricho;0.0;0; ;
;Cafeteria Jamai;0.0;0;€;Española
;Cayenzo Arte & Picoteo;0.0;0; ;Italiana,Marisco,Europea,Española,Fusión
;Juan antonio;0.0;0; ;Pub con cerveza artesanal,Pub
;Los dulces de Katya;0.0;0; ;
;Café Bar Martos;0.0;0;€€€€;Española
;Le Due Torri;0.0;0; ;Italiana
;El Gran Tapeo;0.0;0; ;
;Bar La Tasca;0.0;0; ;
;Restaurante Sofia;0.0;0; ;
;La plasa tapas;0.0;0; ;Española,Comedor
;Bombareli;0.0;0; ;
;Italian pizza;0.0;0; ;Italiana
;Boss;0.0;0;€€ - €€€;Mexicana,Americana,Británica
;La Esquinita;0.0;0; ;
;Nasuk Beach Club;0.0;0; ;Española,Asiática,Fusión
;A la Turca;0.0;0;€;Pizza,Turca
;El Circulo Echevarria;0.0;0; ;Española
;Cafe & Tapas La Plaza;0.0;0; ;Española
;Chester & Punk;0.0;0;€€ - €€€;Española
;Natural & Mente Playa;0.0;0; ;
;Dani's Café -Pizzas y Snack bar;0.0;0;€€ - €€€;Brasileña,Pizza,Café,Comida rápida,Europea,Portuguesa,Sudamericana
;Fussion Perchel;0.0;0; ;
;Asador El Cenit;0.0;0;€;Italiana,Asador,Saludable
;Iggy's Food;0.0;0;€€ - €€€;Italiana,Mexicana,Japonesa,Americana
;Pizzeria da Toto;0.0;0; ;
;Pizzeria Antica Trattoria Toscana;0.0;0; ;Italiana
;Crissant;0.0;0; ;Europea,Española
;¿Donde Cocinamos Hoy?;0.0;0;€€ - €€€;Española
;El Pollo Asado;0.0;0;€;Asador,Comida rápida
;Plaza Take Away;0.0;0;€;Comida rápida
;Vegueta Bar;0.0;0; ;Mediterránea
;The Imperial Cafe;0.0;0; ;Española
;Restaurante Nicolas;0.0;0; ;Española
;La Calle Burger;0.0;0; ;Española
;Eleante Restaurante;0.0;0; ;Europea
;Wicked Cow Creamery;0.0;0; ;
;La Palamo;0.0;0; ;Española
;Apetito;0.0;0; ;Francesa
;Bar Jamoneria Los Hermanos;0.0;0;€€ - €€€;Europea,Española
;Tu Cocinero;0.0;0; ;
;EL Ancla Nerja Burrina;0.0;0; ;Bar,Pub
;LaSede;0.0;0;€€€€;Europea,Española
;Softfood Restaurante Cafetería;0.0;0; ;
;Eu Tapas Y Punto;0.0;0; ;Española
;Taperia Tiwi;0.0;0; ;
;Heladería Artesol;0.0;0;€;Italiana
;Il Tricolore;0.0;0; ;Italiana,Española
;Los Macarons;0.0;0; ;
;Arepería Happy Corn;0.0;0;€;Latina,Española,Fusión,Street food / Comida en la calle,Venezolana,Colombiana
;Paco Torres;0.0;0; ;Española
;Tapas+;0.0;0; ;Española
;ELCR9;0.0;0;€;Mexicana,Americana,Española,Turca
;Burle SL.;0.0;0; ;
;Alassane Barro;0.0;0; ;
;La Jabega Malaguena;0.0;0; ;Mediterránea
;Guochao Xu;0.0;0; ;
;Francisco Tejero Garcia;0.0;0; ;
;La Sopera;0.0;0; ;
;los Datiles;0.0;0; ;
;los Casinis;0.0;0; ;
;Rubio;0.0;0; ;
;El Comedor;0.0;0;€€ - €€€;Internacional,Mediterránea,Española,Fusión,Saludable
;Icaro Gastrobar;0.0;0; ;
;Bar Sabor A Monte;0.0;0;€€ - €€€;Española
;Indian Internacional Restaurant El perchel;0.0;0; ;Italiana,De Oriente Medio
;Rincón Latino;0.0;0; ;
;Casa Félix;0.0;0;€;Española
;The Black Bull;0.0;0;€;Bar,Café,Pub
;Ikni;0.0;0; ;
;Moikamo bar;0.0;0; ;Bar,Pizza
;lindaraja gril;0.0;0;€€€€;Española
;Taperia/Bocateria Ñam Ñam Poti Poti;0.0;0; ;Mediterránea
;El Lorro;0.0;0; ;Española
;Hipico del limonar;0.0;0; ;Española
;Cafetería Andersen;0.0;0; ;Internacional,Española,Fusión
;Cafe Pasarela;0.0;0; ;
